x,y,value,tile_id
255.07597953713156,4780.719044478558,19,0_0_18
83.69474692942025,4699.948296837741,3,0_0_18
30.344279029228538,4676.586100273209,44,0_0_18
67.9492739914267,4850.386091543447,49,0_0_18
30.980365781831942,4775.501149780467,19,0_0_18
84.01524278238703,4797.430931451644,45,0_0_18
106.1923247695995,4793.463512674698,41,0_0_18
146.49348595588972,4649.331292643282,1,0_0_18
168.98738851223393,4858.0059044297195,23,0_0_18
35.08504671443369,4821.036333264626,18,0_0_18
25.293967947646046,4640.184322258097,37,0_0_18
130.85883842810176,4704.647618382221,20,0_0_18
