x,y,value,tile_id
-155.689822448094,8389.268329435627,78,0_-1_32
-19.131304472950546,8243.468960813778,74,0_-1_32
-170.83387515108132,8335.660206203356,79,0_-1_32
-11.400724785343414,8444.013114203239,73,0_-1_32
-26.28802344631083,8325.260497524367,54,0_-1_32
-105.71080131430426,8263.624943352183,87,0_-1_32
-16.923675149336077,8301.340241952821,51,0_-1_32
-207.28117757243785,8260.14033847079,75,0_-1_32
-126.20507695118101,8309.18302122277,63,0_-1_32
-82.1955014347651,8335.147657458476,97,0_-1_32
-115.04428501113273,8279.288920081553,74,0_-1_32
-65.85009594303517,8212.05449517031,79,0_-1_32
-223.5009073652675,8312.675793512104,62,0_-1_32
-201.60127474876492,8400.739678186343,91,0_-1_32
-109.70297967722843,8416.28610013631,98,0_-1_32
-97.3901619770212,8271.093468496536,94,0_-1_32
-196.47006489303283,8305.809993779427,70,0_-1_32
-55.787522763982,8382.659856114553,85,0_-1_32
-7.872612033664382,8309.056724338983,91,0_-1_32
-250.15972904717182,8317.020594337628,54,0_-1_32
-13.471419315734579,8383.053632270825,86,0_-1_32
-6.618478912321393,8273.644558007873,99,0_-1_32
-42.41466486953243,8252.43597513753,97,0_-1_32
-42.657226356472506,8281.065104421481,79,0_-1_32
-61.1468700335588,8434.544718114626,54,0_-1_32
-8.944841974268343,8223.28297883399,93,0_-1_32
-213.08013533493715,8444.234601724665,53,0_-1_32
-162.04858111496435,8410.791605487175,60,0_-1_32
-204.1934243802391,8304.767600850651,56,0_-1_32
