x,y,value,tile_id
189.97319340689955,1523.7714657866907,94,0_0_5
154.87224611532338,1426.6715512216529,89,0_0_5
186.91188262000225,1429.430959243292,11,0_0_5
158.68247365817268,1319.3748475927437,18,0_0_5
65.06067880012733,1453.430872554815,20,0_0_5
223.74845771578444,1424.344539587684,8,0_0_5
181.67820927166954,1489.470635559196,22,0_0_5
60.076603382771545,1333.998503617515,7,0_0_5
174.77788380604764,1401.1767066254354,22,0_0_5
64.01421857296974,1533.8021757787612,17,0_0_5
221.52632748899669,1424.114197790698,4,0_0_5
