x,y,value,tile_id
-21.642760226691507,8747.820131114766,81,0_-1_34
-90.86227312984886,8814.710445688035,58,0_-1_34
-28.739248789075532,8726.707542895896,58,0_-1_34
-118.65493929883178,8784.586521306519,57,0_-1_34
-28.34615019517571,8957.238371276795,81,0_-1_34
-176.25200597723403,8858.098114488339,76,0_-1_34
-19.240783672772977,8845.262549372585,70,0_-1_34
-98.40357882719945,8714.915038856014,91,0_-1_34
-165.16934986310594,8904.838280422377,57,0_-1_34
-142.26241842376203,8833.169246065854,94,0_-1_34
-139.78786953843212,8940.520993875909,73,0_-1_34
-205.2085128836144,8795.786190672143,71,0_-1_34
-208.08833108625265,8750.138148744398,88,0_-1_34
-209.4243014128764,8776.956042953461,64,0_-1_34
-5.878097956032548,8721.18896296993,81,0_-1_34
-45.32427613388438,8955.452386893316,85,0_-1_34
-179.30056372676654,8803.876787871028,60,0_-1_34
-157.3783090520219,8943.037401164582,74,0_-1_34
-94.13331972565538,8923.41124267112,90,0_-1_34
-87.34233995335012,8941.490792132881,87,0_-1_34
-135.68648886940707,8866.948624523247,91,0_-1_34
-157.11754437433046,8705.816538406136,53,0_-1_34
-41.122388227364354,8758.662045355622,81,0_-1_34
-126.6172573630895,8710.661467396765,79,0_-1_34
-156.28528323325816,8760.10522203431,84,0_-1_34
-72.5070411083293,8838.493918383863,63,0_-1_34
-181.97832060585006,8765.550835271122,73,0_-1_34
-63.46977550057113,8837.342461656834,85,0_-1_34
-4.931040928119842,8921.103905399052,77,0_-1_34
-122.4683793196275,8919.739872119784,79,0_-1_34
