x,y,value,tile_id
27.69430948020772,8677.217506075014,91,0_0_33
52.12655936780379,8572.855065300677,74,0_0_33
245.09018147574278,8635.259785897919,53,0_0_33
250.63467190817784,8569.37107490661,84,0_0_33
205.41355606620084,8650.982940882453,94,0_0_33
139.6728159636637,8544.125870365287,97,0_0_33
248.26895828875843,8582.310402943347,61,0_0_33
202.98456409938063,8616.509683470633,65,0_0_33
34.86551853269975,8490.611993286779,89,0_0_33
15.941352728354786,8623.565888900497,94,0_0_33
230.27357447348356,8625.575489063176,72,0_0_33
60.791878154384904,8595.17798069318,99,0_0_33
113.87722040430572,8619.997274753825,53,0_0_33
228.92990208407338,8575.2295411653,93,0_0_33
107.5933928824769,8495.588494780202,53,0_0_33
210.73980355054488,8628.415447496769,92,0_0_33
203.74134213764177,8682.809138884468,87,0_0_33
205.25215613710776,8484.012633686174,55,0_0_33
186.9805302424367,8663.274854132082,58,0_0_33
21.555997791300342,8573.88247280605,96,0_0_33
48.10913536232272,8487.173806804625,77,0_0_33
151.2526345235733,8535.016980072554,89,0_0_33
57.99398838264915,8481.592189560086,85,0_0_33
65.49278726629313,8577.13207164616,65,0_0_33
250.75759547995403,8659.294495398908,81,0_0_33
88.41179968307313,8622.237205383291,84,0_0_33
4.05870594757198,8609.17174935314,73,0_0_33
114.7452445951451,8661.291367151292,88,0_0_33
224.561104081039,8533.418487786412,82,0_0_33
241.9733695593228,8578.423933696005,70,0_0_33
244.99798901799778,8606.826755784965,54,0_0_33
220.4540973378413,8486.816745783532,90,0_0_33
229.01893715459738,8576.852690872338,74,0_0_33
204.45556799298953,8553.68194585949,88,0_0_33
55.99199554660299,8506.840482129639,98,0_0_33
233.5753527829068,8548.633223009465,90,0_0_33
125.69926043797204,8482.448125228024,97,0_0_33
150.46246008124757,8526.543300886759,53,0_0_33
53.447034801083305,8578.992257373015,99,0_0_33
7.816460332416341,8602.071106806232,57,0_0_33
121.36657360007354,8489.627015750382,74,0_0_33
235.40673576327976,8515.782537803385,72,0_0_33
177.64379981163887,8568.682105616666,63,0_0_33
180.35464657397017,8570.448882746688,63,0_0_33
40.56473748314238,8696.365582293867,86,0_0_33
25.667157363743172,8520.51833896259,97,0_0_33
207.21227567791738,8636.009797526018,68,0_0_33
141.1932222496713,8677.748451052008,80,0_0_33
116.75084547247172,8655.425484741987,62,0_0_33
104.15416321799728,8512.615058519166,77,0_0_33
39.45486465542342,8640.171020080223,85,0_0_33
227.24217817313308,8490.062268326337,77,0_0_33
203.956599808941,8519.254645158979,53,0_0_33
2.912327879488089,8612.163529166559,86,0_0_33
70.42738802683772,8458.640733663855,95,0_0_33
255.91255451071896,8617.95859334913,78,0_0_33
201.9871768101151,8481.917289649418,52,0_0_33
10.271386107850722,8597.273459907343,42,0_0_33
126.78377055762802,8548.784159750778,45,0_0_33
125.82470101539123,8464.040844196341,36,0_0_33
255.9150724950321,8669.095277514538,2,0_0_33
33.93648214860545,8596.454435976231,12,0_0_33
40.79606849404671,8492.277143386606,31,0_0_33
78.92226008050952,8648.799766031034,4,0_0_33
79.81878343539806,8464.445975349496,44,0_0_33
115.64088692701979,8534.723979411367,10,0_0_33
145.86824258827625,8583.572801102084,26,0_0_33
