x,y,value,tile_id
195.4842119624982,2487.5044898796996,69,0_0_9
63.33310309405397,2474.726501522646,93,0_0_9
176.58177042655487,2544.6348578791335,25,0_0_9
17.71951320955978,2494.953792253053,21,0_0_9
146.31179505223412,2517.732340554316,10,0_0_9
35.07151810694498,2431.33429791586,16,0_0_9
247.38907537883102,2368.665038305111,19,0_0_9
198.74731022600733,2461.2788165929824,36,0_0_9
207.21217068958242,2518.4523584540643,28,0_0_9
25.087748422967238,2323.522450391876,15,0_0_9
141.66260962134913,2394.6803851606314,23,0_0_9
134.51529304714938,2481.6488349058172,16,0_0_9
99.34037696879616,2366.120213603192,40,0_0_9
