x,y,value,tile_id
252.10327499195233,8709.900144949115,91,0_0_34
121.12414065415311,8833.165543925994,96,0_0_34
93.16210323350316,8940.812864319883,91,0_0_34
203.350755397593,8747.28442271387,80,0_0_34
5.525997985090726,8843.919669044304,72,0_0_34
56.97743217087566,8893.221419463262,62,0_0_34
219.4958527247706,8856.06093296186,74,0_0_34
77.98375337028114,8920.771085737162,90,0_0_34
246.29102895756415,8944.789470160707,95,0_0_34
93.39754024274868,8743.30744898375,97,0_0_34
245.293357279561,8745.96191747853,92,0_0_34
179.28982216761813,8861.570786441296,60,0_0_34
109.8813577493492,8706.289464865245,74,0_0_34
216.88640235493597,8756.111338914405,53,0_0_34
58.146730142599495,8860.641029855587,87,0_0_34
192.8620302945959,8747.259214694559,76,0_0_34
122.90336581420365,8912.758173086519,62,0_0_34
194.47041370010402,8797.492051249896,98,0_0_34
238.74525816467224,8832.894984370778,80,0_0_34
152.12136400209613,8955.145744129884,73,0_0_34
229.94804842843195,8770.864444263247,84,0_0_34
129.78303400953558,8863.80498016318,79,0_0_34
154.62159681071785,8813.992719930538,67,0_0_34
127.68205292965922,8718.18566246685,74,0_0_34
191.0659333285485,8793.242157649782,58,0_0_34
195.3885504346269,8931.304830689442,80,0_0_34
18.754411495819568,8767.320076609789,53,0_0_34
96.99142128468895,8731.3171180094,61,0_0_34
100.20685046722133,8843.950628396022,64,0_0_34
105.67097667747277,8733.242282752833,51,0_0_34
255.87557608353188,8914.378815002396,94,0_0_34
190.19497456738145,8800.863089312104,58,0_0_34
140.5879306524539,8774.563688202434,86,0_0_34
216.98858377993355,8878.484441789626,67,0_0_34
141.39195329502581,8760.59606950738,85,0_0_34
129.47157094170603,8730.896457748915,81,0_0_34
2.928768889382013,8767.208986016663,76,0_0_34
229.88422591992776,8755.175854995445,89,0_0_34
168.8010777095089,8937.482311977627,64,0_0_34
133.36724057681175,8821.215103642944,60,0_0_34
246.26252604929113,8786.287822919696,92,0_0_34
250.18927228231814,8715.286722676015,79,0_0_34
158.30616453093916,8779.308902296496,15,0_0_34
29.66959599633889,8758.890641884456,25,0_0_34
249.92796770090254,8749.783198369463,12,0_0_34
254.76426269456786,8772.412222999837,21,0_0_34
165.77471685588208,8855.687741910242,34,0_0_34
234.99371890463027,8713.499237855996,36,0_0_34
