x,y,value,tile_id
27.373705198344283,7957.525374774551,86,0_0_31
83.30705120096059,8038.212441084175,72,0_0_31
157.8791015129388,8130.154033366751,76,0_0_31
51.79065957188686,8142.612461814234,71,0_0_31
222.47531935078263,8163.021285629839,70,0_0_31
58.47614860305009,8181.975364074117,99,0_0_31
212.35649327614493,7985.8438922291625,56,0_0_31
243.01915646597485,8129.051195107086,71,0_0_31
63.72653137478767,8113.398032706757,68,0_0_31
210.7029096123302,8032.865766576928,82,0_0_31
144.09857637774888,8155.139562973162,85,0_0_31
190.36170081571555,8013.645106283732,61,0_0_31
1.19803094774295,8130.663042968386,88,0_0_31
220.7600968882536,8163.521208599757,65,0_0_31
236.3396560585099,8154.405755452223,87,0_0_31
206.8698616760705,8149.881671665983,91,0_0_31
225.53857524004889,8175.954945520078,80,0_0_31
131.97802193287328,8080.029833730712,76,0_0_31
76.1508625923309,8107.170425547466,75,0_0_31
199.31055690375928,8025.195865337997,74,0_0_31
59.63498700895252,8188.03945929624,92,0_0_31
41.926939106558734,7988.0842889489395,70,0_0_31
114.66480565600722,7936.406730341364,70,0_0_31
65.69292038898914,7942.979099368283,93,0_0_31
235.85862378610608,8165.677162034717,62,0_0_31
71.90465092537153,8112.639440718441,72,0_0_31
91.80295092662658,8172.36249444765,94,0_0_31
10.781691586848183,8181.792150475232,88,0_0_31
188.2857967447431,8122.476028733416,50,0_0_31
87.81228651016215,8183.505801691201,87,0_0_31
188.1024316239466,7975.637866297499,11,0_0_31
74.12126476131431,8100.648797166819,46,0_0_31
148.102407141546,8169.878734178649,39,0_0_31
61.01411190476136,7973.841403062013,9,0_0_31
22.530543356115153,8160.362506962598,3,0_0_31
123.28685538640416,8112.426982153637,10,0_0_31
212.09135246539225,8064.843224670357,11,0_0_31
