x,y,value,tile_id
117.44275503385637,7894.460041323909,58,0_0_30
237.71912097980226,7729.609966268367,55,0_0_30
117.48819247663141,7911.380714865599,59,0_0_30
37.71787158993834,7783.199447666629,76,0_0_30
96.05134271323084,7900.305388510704,93,0_0_30
194.83510149074561,7681.9385941739565,65,0_0_30
242.4405352682561,7771.980534915532,70,0_0_30
106.97133269758297,7846.175392641624,76,0_0_30
117.57732344018524,7764.164943763474,67,0_0_30
72.36088005546395,7861.202763906512,89,0_0_30
85.7337053541433,7858.898197446085,64,0_0_30
207.73002935531827,7757.051194343497,63,0_0_30
112.00583155772858,7879.846215451502,88,0_0_30
221.45193959645582,7860.681828719722,83,0_0_30
42.59674849633279,7915.815248418395,60,0_0_30
215.3076761726881,7866.635505627112,85,0_0_30
229.55865077943565,7925.780247225523,51,0_0_30
95.17676975894403,7799.120913172684,84,0_0_30
70.20235802631294,7829.702579807145,62,0_0_30
230.1679953768006,7791.58234820838,87,0_0_30
225.7125293487146,7842.597402294261,62,0_0_30
181.37130900823087,7921.311476183008,95,0_0_30
107.80521355179445,7820.861558828767,50,0_0_30
200.77191507325858,7877.763846169227,82,0_0_30
230.3946835504056,7763.82824744832,40,0_0_30
230.19516177752442,7688.844188631043,48,0_0_30
21.60104124001805,7830.352501747905,32,0_0_30
