x,y,value,tile_id
451.42073862118883,3530.746876098344,48,0_1_13
421.44849817767783,3391.7129907078734,32,0_1_13
361.10111982192825,3384.2401645559494,20,0_1_13
454.6518787720233,3497.011085694196,19,0_1_13
441.64388623976646,3438.0008783351277,4,0_1_13
440.3500981497266,3457.5222701070597,36,0_1_13
464.05288960999604,3521.835651021614,39,0_1_13
471.3125169070298,3453.663147492667,46,0_1_13
448.8030508974561,3525.9927511302903,33,0_1_13
257.1690240365865,3454.0178530838907,19,0_1_13
356.57643836702005,3578.124235109036,44,0_1_13
