x,y,value,tile_id
140.87011750683888,9084.947531365744,56,0_0_35
132.2814206625742,8995.839017654554,53,0_0_35
35.489499331294155,9170.117069002354,79,0_0_35
223.5622839076454,9039.811826343015,97,0_0_35
238.0020383513144,8987.721005386433,65,0_0_35
2.6440268733653056,8993.462192082627,84,0_0_35
160.47924512129515,9192.630713353092,74,0_0_35
11.32076558368874,9054.599149625095,65,0_0_35
22.314791301220225,9143.01698373493,56,0_0_35
124.55180285282279,9051.615745744011,79,0_0_35
26.557368710645846,9004.45217732893,56,0_0_35
224.03157116320574,9034.820064379743,78,0_0_35
40.73022032034521,9082.53140089468,68,0_0_35
75.50429224173297,9199.160221891054,80,0_0_35
96.52568105196309,8991.193355543639,71,0_0_35
175.7906549267032,9138.564916518113,56,0_0_35
180.23726930866394,9190.781575200823,97,0_0_35
120.95364726097893,9079.951729166023,50,0_0_35
246.67197264786472,9051.137850625773,96,0_0_35
163.94059015560617,9078.697453464187,79,0_0_35
241.2420981175851,9156.2663199914,94,0_0_35
253.26313427322282,8980.11052621272,63,0_0_35
220.53801608227963,9060.144603996194,79,0_0_35
159.88442387247773,9054.310973424834,67,0_0_35
249.6272004272338,8996.201737900343,74,0_0_35
104.05052991301847,9177.995599316071,50,0_0_35
70.9456210722737,8975.06935736529,59,0_0_35
71.46222137490571,9213.533991511638,56,0_0_35
225.7720112643479,9164.022545144826,88,0_0_35
53.72347868053555,9041.597501110526,81,0_0_35
30.694238380660067,8969.357868923442,53,0_0_35
142.12231475737423,9120.54206488888,85,0_0_35
32.148830735494585,9186.971656295365,71,0_0_35
255.39843933189218,9057.45282439377,73,0_0_35
237.7758092946587,9022.065462827892,57,0_0_35
189.68983584265538,8968.114441119249,91,0_0_35
79.60567965591414,8964.132367792892,18,0_0_35
150.3329576198853,9128.818267776012,15,0_0_35
148.1213343339105,8971.278571356976,12,0_0_35
154.0549358807197,9085.175949059345,19,0_0_35
98.70932039227509,9068.562361164239,2,0_0_35
