x,y,value,tile_id
180.185880908983,9381.152952620976,75,0_0_36
227.1419431507012,9348.013125505893,50,0_0_36
93.82495387964099,9372.080021639293,88,0_0_36
88.44732875748622,9387.473619878867,76,0_0_36
1.1869026105905505,9354.956518408202,53,0_0_36
82.36006147051495,9247.363592481746,89,0_0_36
26.098914286998706,9223.938227825172,81,0_0_36
100.8799959471562,9373.433994540808,93,0_0_36
254.21186128229812,9461.083029170371,80,0_0_36
255.10777854276898,9400.777835306813,80,0_0_36
238.73942525829483,9389.496052717283,76,0_0_36
215.6655045946742,9346.516528953493,75,0_0_36
111.67151966361996,9363.415250218346,95,0_0_36
9.389454460466027,9260.43759171928,82,0_0_36
254.07549669291268,9314.954240459365,59,0_0_36
190.50195316844042,9365.196216642127,19,0_0_36
153.3927941826374,9248.71341653869,4,0_0_36
63.22089542650122,9392.8554566433,39,0_0_36
